document_id,consultation_id,consultation_start_date,consultation_end_date,consultation_title,consultation_description,document_source_url,consultation_url,consultation_topics,document_type,document_language,document_title,organisation_id,organisation_name,political_body,consultation_reviewed_at,document_source,consultation_topics_label_source
49507,4743,2024-05-31,2024-09-06,Strassenverkehrs- und Sicherheitszentrum Appenzell Ausserrhoden,"Die Strafanstalt ist sanierungsbedürftig und entspricht nicht mehr den geltenden Vorgaben. Gleichzeitig soll in Gmünden ein zentraler Neubau des Strassenverkehrsamts erstellt werden. Auch die Räumlichkeiten der Regional- und Verkehrspolizei (ReVepo) in Trogen genügen den heutigen Anforderungen nicht mehr. Zudem ist der Verkehrsbereich der ReVepo auf zwei Standorte (Trogen und Herisau) verteilt. Wegen der zahlreichen Schnittstellen zum Strassenverkehrsamt soll auch die Verkehrspolizei in den Neubau in Gmünden integriert werden. Gleichzeitig kann der Verkehrsbereich der ReVepo örtlich zusammengeführt werden. Dank der gemeinsamen Realisierung der Projekte für die Gefängnisse, für das Strassenverkehrsamt und für die Verkehrspolizei können verschiedene Synergien erzielt werden.",https://ar.ch/fileadmin/user_upload/Kantonskanzlei/Rechtsdienst/Volksrechte/Vernehmlassungen/2024_Gmuenden__Strassenverkehrs-_und_Sicherheitszentrum_AR/Erlaeuternder_Bericht.pdf,https://www.demokratis.ch/vernehmlassung/nsaruuxx,['security' 'transportation'],VARIOUS_TEXT,de,Erläuternder Bericht,143,Regierungsrat von Appenzell Ausserrhoden,ar,2024-11-13 15:37:50,openparldata,manual
49508,4743,2024-05-31,2024-09-06,Strassenverkehrs- und Sicherheitszentrum Appenzell Ausserrhoden,"Die Strafanstalt ist sanierungsbedürftig und entspricht nicht mehr den geltenden Vorgaben. Gleichzeitig soll in Gmünden ein zentraler Neubau des Strassenverkehrsamts erstellt werden. Auch die Räumlichkeiten der Regional- und Verkehrspolizei (ReVepo) in Trogen genügen den heutigen Anforderungen nicht mehr. Zudem ist der Verkehrsbereich der ReVepo auf zwei Standorte (Trogen und Herisau) verteilt. Wegen der zahlreichen Schnittstellen zum Strassenverkehrsamt soll auch die Verkehrspolizei in den Neubau in Gmünden integriert werden. Gleichzeitig kann der Verkehrsbereich der ReVepo örtlich zusammengeführt werden. Dank der gemeinsamen Realisierung der Projekte für die Gefängnisse, für das Strassenverkehrsamt und für die Verkehrspolizei können verschiedene Synergien erzielt werden.",https://ar.ch/fileadmin/user_upload/Kantonskanzlei/Rechtsdienst/Volksrechte/Vernehmlassungen/2024_Gmuenden__Strassenverkehrs-_und_Sicherheitszentrum_AR/Liste_der_Vernehmlassungsadressaten.pdf,https://www.demokratis.ch/vernehmlassung/nsaruuxx,['security' 'transportation'],VARIOUS_TEXT,de,Liste der Vernehmlassungsadressaten,143,Regierungsrat von Appenzell Ausserrhoden,ar,2024-11-13 15:37:50,openparldata,manual
51789,4815,2024-07-05,2024-10-07,"Änderung des Einführungsgesetzes zur Zivilprozessordnung, zur Strafprozessordnung und zur Jugendstrafprozessordnung (EG ZSJ) und Aufhebung des BRSD","Um die auf Bundesebene erfolgten Änderungen der Strafprozessordnung und der Zivilprozessordnung sowie der Gerichtsorganisation umzusetzen, müssen verschiedene kantonale Bestimmungen angepasst werden.

Betroffen sind das EG ZSJ, indirekt das Gesetz über die Organisation der Gerichtsbehörden und der Staatsanwaltschaft (GSOG), das Kantonale Anwaltsgesetz (KAG) und das Gesetz über den Justizvollzug (JVG). Gleichzeitig wird das BRSD aufgehoben. Zusätzlich werden Anpassungen im Dekret über die Gerichtssprachen (GSD) und im Dekret betreffend die Verfahrenskosten und die Verwaltungsgebühren der Gerichtsbehörden und der Staatsanwaltschaft (VKD) vorgenommen.",https://www.rrgr-service.apps.be.ch/api/rr/documents/document/4d872cab218349aaabcf5aff442938c3-332/4/Beilage-Synopse_Dekretsaenderungen-03.07.2024-de.pdf,https://www.demokratis.ch/vernehmlassung/th8uaz5n,['administration' 'law' 'security'],VARIOUS_TEXT,de,Beilage: Beilage-Synopse Dekretsänderungen-03.07.2024-de (PDF),144,Regierungsrat des Kantons Bern,be,2024-11-13 15:37:50,openparldata,manual
51792,4815,2024-07-05,2024-10-07,"Änderung des Einführungsgesetzes zur Zivilprozessordnung, zur Strafprozessordnung und zur Jugendstrafprozessordnung (EG ZSJ) und Aufhebung des BRSD","Um die auf Bundesebene erfolgten Änderungen der Strafprozessordnung und der Zivilprozessordnung sowie der Gerichtsorganisation umzusetzen, müssen verschiedene kantonale Bestimmungen angepasst werden.

Betroffen sind das EG ZSJ, indirekt das Gesetz über die Organisation der Gerichtsbehörden und der Staatsanwaltschaft (GSOG), das Kantonale Anwaltsgesetz (KAG) und das Gesetz über den Justizvollzug (JVG). Gleichzeitig wird das BRSD aufgehoben. Zusätzlich werden Anpassungen im Dekret über die Gerichtssprachen (GSD) und im Dekret betreffend die Verfahrenskosten und die Verwaltungsgebühren der Gerichtsbehörden und der Staatsanwaltschaft (VKD) vorgenommen.",https://www.rrgr-service.apps.be.ch/api/rr/documents/document/52c828640af64889a2efb57cb98b615a-332/7/RRB-03.07.2024-de.pdf,https://www.demokratis.ch/vernehmlassung/th8uaz5n,['administration' 'law' 'security'],VARIOUS_TEXT,de,RRB: RRB-03.07.2024-de (PDF),144,Regierungsrat des Kantons Bern,be,2024-11-13 15:37:50,openparldata,manual
51793,4815,2024-07-05,2024-10-07,"Änderung des Einführungsgesetzes zur Zivilprozessordnung, zur Strafprozessordnung und zur Jugendstrafprozessordnung (EG ZSJ) und Aufhebung des BRSD","Um die auf Bundesebene erfolgten Änderungen der Strafprozessordnung und der Zivilprozessordnung sowie der Gerichtsorganisation umzusetzen, müssen verschiedene kantonale Bestimmungen angepasst werden.

Betroffen sind das EG ZSJ, indirekt das Gesetz über die Organisation der Gerichtsbehörden und der Staatsanwaltschaft (GSOG), das Kantonale Anwaltsgesetz (KAG) und das Gesetz über den Justizvollzug (JVG). Gleichzeitig wird das BRSD aufgehoben. Zusätzlich werden Anpassungen im Dekret über die Gerichtssprachen (GSD) und im Dekret betreffend die Verfahrenskosten und die Verwaltungsgebühren der Gerichtsbehörden und der Staatsanwaltschaft (VKD) vorgenommen.",https://www.rrgr-service.apps.be.ch/api/rr/documents/document/6251f48165104e319f9a0abba250eae2-332/3/Beilage-Synopse_Gesetzesaenderungen-03.07.2024-de.pdf,https://www.demokratis.ch/vernehmlassung/th8uaz5n,['administration' 'law' 'security'],VARIOUS_TEXT,de,Beilage: Beilage-Synopse Gesetzesänderungen-03.07.2024-de (PDF),144,Regierungsrat des Kantons Bern,be,2024-11-13 15:37:50,openparldata,manual
51795,4815,2024-07-05,2024-10-07,"Änderung des Einführungsgesetzes zur Zivilprozessordnung, zur Strafprozessordnung und zur Jugendstrafprozessordnung (EG ZSJ) und Aufhebung des BRSD","Um die auf Bundesebene erfolgten Änderungen der Strafprozessordnung und der Zivilprozessordnung sowie der Gerichtsorganisation umzusetzen, müssen verschiedene kantonale Bestimmungen angepasst werden.

Betroffen sind das EG ZSJ, indirekt das Gesetz über die Organisation der Gerichtsbehörden und der Staatsanwaltschaft (GSOG), das Kantonale Anwaltsgesetz (KAG) und das Gesetz über den Justizvollzug (JVG). Gleichzeitig wird das BRSD aufgehoben. Zusätzlich werden Anpassungen im Dekret über die Gerichtssprachen (GSD) und im Dekret betreffend die Verfahrenskosten und die Verwaltungsgebühren der Gerichtsbehörden und der Staatsanwaltschaft (VKD) vorgenommen.",https://www.rrgr-service.apps.be.ch/api/rr/documents/document/8ce6a5f9bcee4f97852ba03ff58bac37-332/3/Beilage-Vorlage_Gesetzesaenderungen-03.07.2024-de.pdf,https://www.demokratis.ch/vernehmlassung/th8uaz5n,['administration' 'law' 'security'],VARIOUS_TEXT,de,Beilage: Beilage-Vorlage Gesetzesänderungen-03.07.2024-de (PDF),144,Regierungsrat des Kantons Bern,be,2024-11-13 15:37:50,openparldata,manual
51796,4815,2024-07-05,2024-10-07,"Änderung des Einführungsgesetzes zur Zivilprozessordnung, zur Strafprozessordnung und zur Jugendstrafprozessordnung (EG ZSJ) und Aufhebung des BRSD","Um die auf Bundesebene erfolgten Änderungen der Strafprozessordnung und der Zivilprozessordnung sowie der Gerichtsorganisation umzusetzen, müssen verschiedene kantonale Bestimmungen angepasst werden.

Betroffen sind das EG ZSJ, indirekt das Gesetz über die Organisation der Gerichtsbehörden und der Staatsanwaltschaft (GSOG), das Kantonale Anwaltsgesetz (KAG) und das Gesetz über den Justizvollzug (JVG). Gleichzeitig wird das BRSD aufgehoben. Zusätzlich werden Anpassungen im Dekret über die Gerichtssprachen (GSD) und im Dekret betreffend die Verfahrenskosten und die Verwaltungsgebühren der Gerichtsbehörden und der Staatsanwaltschaft (VKD) vorgenommen.",https://www.rrgr-service.apps.be.ch/api/rr/documents/document/90bb4bd81981457291b1a1d611e49707-332/3/Beilage-Vorlage_Dekretsaenderungen-03.07.2024-de.pdf,https://www.demokratis.ch/vernehmlassung/th8uaz5n,['administration' 'law' 'security'],VARIOUS_TEXT,de,Beilage: Beilage-Vorlage Dekretsänderungen-03.07.2024-de (PDF),144,Regierungsrat des Kantons Bern,be,2024-11-13 15:37:50,openparldata,manual
51798,4815,2024-07-05,2024-10-07,"Änderung des Einführungsgesetzes zur Zivilprozessordnung, zur Strafprozessordnung und zur Jugendstrafprozessordnung (EG ZSJ) und Aufhebung des BRSD","Um die auf Bundesebene erfolgten Änderungen der Strafprozessordnung und der Zivilprozessordnung sowie der Gerichtsorganisation umzusetzen, müssen verschiedene kantonale Bestimmungen angepasst werden.

Betroffen sind das EG ZSJ, indirekt das Gesetz über die Organisation der Gerichtsbehörden und der Staatsanwaltschaft (GSOG), das Kantonale Anwaltsgesetz (KAG) und das Gesetz über den Justizvollzug (JVG). Gleichzeitig wird das BRSD aufgehoben. Zusätzlich werden Anpassungen im Dekret über die Gerichtssprachen (GSD) und im Dekret betreffend die Verfahrenskosten und die Verwaltungsgebühren der Gerichtsbehörden und der Staatsanwaltschaft (VKD) vorgenommen.",https://www.rrgr-service.apps.be.ch/api/rr/documents/document/9edbdd238a514223885dfd7e574e5324-332/10/Vortrag-03.07.2024-de.pdf,https://www.demokratis.ch/vernehmlassung/th8uaz5n,['administration' 'law' 'security'],VARIOUS_TEXT,de,Vortrag: Vortrag-03.07.2024-de (PDF),144,Regierungsrat des Kantons Bern,be,2024-11-13 15:37:50,openparldata,manual
41647,2880,2023-06-14,2023-09-30,"Massnahmen zur Reduktion der lokalen Hitzeentwicklung in dicht besiedelten Ortschaften - Teilrevision des Raumplanungs- und Baugesetzes (RBG, SGS 400)",,https://www.baselland.ch/themen/p/politische-rechte/vernehmlassungen/vernehmlassung_2023-06-13/massn-red-hitzeentwicklung_wvl_b1-lrv.pdf,https://www.demokratis.ch/vernehmlassung/mz7b7t27,['environment' 'spatial_planning'],VARIOUS_TEXT,de,Landratsvorlage (Entwurf),145,Regierungsrat des Kantons Basel-Landschaft,bl,,openparldata,openparldata
41648,2880,2023-06-14,2023-09-30,"Massnahmen zur Reduktion der lokalen Hitzeentwicklung in dicht besiedelten Ortschaften - Teilrevision des Raumplanungs- und Baugesetzes (RBG, SGS 400)",,https://www.baselland.ch/themen/p/politische-rechte/vernehmlassungen/vernehmlassung_2023-06-13/massn-red-hitzeentwicklung_wvl_b2-lrv-gs.pdf,https://www.demokratis.ch/vernehmlassung/mz7b7t27,['environment' 'spatial_planning'],VARIOUS_TEXT,de,Gesetz (Entwurf),145,Regierungsrat des Kantons Basel-Landschaft,bl,,openparldata,openparldata
41649,2880,2023-06-14,2023-09-30,"Massnahmen zur Reduktion der lokalen Hitzeentwicklung in dicht besiedelten Ortschaften - Teilrevision des Raumplanungs- und Baugesetzes (RBG, SGS 400)",,https://www.baselland.ch/themen/p/politische-rechte/vernehmlassungen/vernehmlassung_2023-06-13/massn-red-hitzeentwicklung_wvl_b3-lrv-syn.pdf,https://www.demokratis.ch/vernehmlassung/mz7b7t27,['environment' 'spatial_planning'],VARIOUS_TEXT,de,Synopse ,145,Regierungsrat des Kantons Basel-Landschaft,bl,,openparldata,openparldata
41650,2880,2023-06-14,2023-09-30,"Massnahmen zur Reduktion der lokalen Hitzeentwicklung in dicht besiedelten Ortschaften - Teilrevision des Raumplanungs- und Baugesetzes (RBG, SGS 400)",,https://www.baselland.ch/themen/p/politische-rechte/vernehmlassungen/vernehmlassung_2023-06-13/massn-red-hitzeentwicklung_wvl_b4-brief-unterz-2.pdf,https://www.demokratis.ch/vernehmlassung/mz7b7t27,['environment' 'spatial_planning'],VARIOUS_TEXT,de,Begleitschreiben,145,Regierungsrat des Kantons Basel-Landschaft,bl,,openparldata,openparldata
50273,4793,2024-07-02,2024-10-02,Vernehmlassung zum Entwurf des ÖV-Programms 2026-2028,"Der Regierungsrat unterbreitet dem Grossen Rat mit dem ÖV-Programm eine Übersicht über die Entwicklung des öffentlichen Verkehrs in den nächsten Jahren. Darin zeigt er die Grundzüge der Angebotsentwicklung und der Infrastruktur-Planung auf. Das baselstädtische ÖV-Programm ist mit demjenigen des Kantons Basel-Landschaft («Genereller Leistungsauftrag») abgestimmt, sowohl inhaltlich als auch zeitlich. Grundsätzlich wird das ÖV-Programm alle vier Jahre erstellt. Ausnahmsweise umfasst die nun anstehende Programmperiode nur drei Jahre – dies, um mit den Bestellprozessen des Bundes zum Regionalen Personenverkehr gleichzuziehen.",https://media.bs.ch/original_file/18d20facc9bdda4bd445e8d967106556b0ff5623/vernehmlassung-oev-26-28-begleitschreiben.pdf,https://www.demokratis.ch/vernehmlassung/eh9pzx79,['transportation'],VARIOUS_TEXT,de,Begleitschreiben mit Adressatenliste,146,Regierungsrat des Kantons Basel-Stadt,bs,2024-11-13 15:37:50,openparldata,manual
50274,4793,2024-07-02,2024-10-02,Vernehmlassung zum Entwurf des ÖV-Programms 2026-2028,"Der Regierungsrat unterbreitet dem Grossen Rat mit dem ÖV-Programm eine Übersicht über die Entwicklung des öffentlichen Verkehrs in den nächsten Jahren. Darin zeigt er die Grundzüge der Angebotsentwicklung und der Infrastruktur-Planung auf. Das baselstädtische ÖV-Programm ist mit demjenigen des Kantons Basel-Landschaft («Genereller Leistungsauftrag») abgestimmt, sowohl inhaltlich als auch zeitlich. Grundsätzlich wird das ÖV-Programm alle vier Jahre erstellt. Ausnahmsweise umfasst die nun anstehende Programmperiode nur drei Jahre – dies, um mit den Bestellprozessen des Bundes zum Regionalen Personenverkehr gleichzuziehen.",https://media.bs.ch/original_file/bda8f92fde6e22a94657694afce593ad66a3cb46/entwurf-oev-programm-2026-2028.pdf,https://www.demokratis.ch/vernehmlassung/eh9pzx79,['transportation'],VARIOUS_TEXT,de,Entwurf ÖV-Programm 2026 - 2028,146,Regierungsrat des Kantons Basel-Stadt,bs,2024-11-13 15:37:50,openparldata,manual
53135,4956,2024-11-21,2025-03-14,Parlamentarische Initiative. Armut ist kein Verbrechen,"Die Kommission schlägt vor, das Ausländer- und Integrationsgesetz (AIG) so zu präzisieren, dass Ausländerinnen und Ausländer, die unverschuldet von Sozialhilfe abhängig geworden sind, nicht den Verlust ihrer Aufenthalts- oder Niederlassungsbewilligung befürchten müssen. Damit wird die Rechtsprechung des Bundesgerichts kodifiziert.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_1/de/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_1-de-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],DRAFT,de,Vernehmlassungsvorlage,86,Parlamentsdienste,ch,2024-11-21 13:37:26,fedlex,manual
53136,4956,2024-11-21,2025-03-14,Initiative parlementaire. La pauvreté n’est pas un crime,"La commission propose de préciser la loi fédérale sur les étrangers et l’intégration (LEI) de sorte que les étrangères et les étrangers qui, malgré eux, dépendent de l’aide sociale n’aient pas à craindre de perdre leur permis de séjour ou d’établissement. La jurisprudence du Tribunal fédéral est ainsi codifiée.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_1/fr/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_1-fr-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],DRAFT,fr,Projet mis en consultation,86,Services du Parlement,ch,2024-11-21 13:37:26,fedlex,manual
53137,4956,2024-11-21,2025-03-14,Iniziativa parlamentare. La povertà non è un reato,La Commissione propone di precisare la legge federale sugli stranieri e la loro integrazione (LStrI) in modo tale che gli stranieri diventati dipendenti dall’aiuto sociale senza colpa propria non debbano temere di perdere il permesso di dimora o di domicilio. In questo modo viene codificata la giurisprudenza del Tribunale federale.,https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_1/it/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_1-it-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],DRAFT,it,Progetto posto in consultazione,86,Servizi del Parlamento,ch,2024-11-21 13:37:26,fedlex,manual
53138,4956,2024-11-21,2025-03-14,Parlamentarische Initiative. Armut ist kein Verbrechen,"Die Kommission schlägt vor, das Ausländer- und Integrationsgesetz (AIG) so zu präzisieren, dass Ausländerinnen und Ausländer, die unverschuldet von Sozialhilfe abhängig geworden sind, nicht den Verlust ihrer Aufenthalts- oder Niederlassungsbewilligung befürchten müssen. Damit wird die Rechtsprechung des Bundesgerichts kodifiziert.",https://fedlex.data.admin.ch/filestore/fedlex.data.admin.ch/eli/dl/proj/2024/91/cons_1/doc_2/de/pdf-a/fedlex-data-admin-ch-eli-dl-proj-2024-91-cons_1-doc_2-de-pdf-a.pdf,https://www.demokratis.ch/vernehmlassung/8vzwky3r,['law' 'migration' 'social'],LETTER,de,Begleitschreiben-2,86,Parlamentsdienste,ch,2024-11-21 13:37:26,fedlex,manual
